"GenesetID"	"GenesetName"	"Species"	"ElementSize"	"EntrezID"
"C005044"	"hydroxyethyl methacrylate"	"Homo sapiens"	12	"9474,8678,842,1277,2247,3569,81631,4792,142,5970,7124,7422"
"C005066"	"borrelidin"	"Homo sapiens"	9	"596,836,841,1649,83939,440275,6897,7422,11193"
"C005095"	"malachite green"	"Homo sapiens"	5	"590,3738,3757,23351,57484"
"C005106"	"methylbenzethonium chloride"	"Homo sapiens"	7	"6347,6348,6351,6352,3576,3570,7422"
"C005134"	"juglone"	"Homo sapiens"	8	"196,841,1601,1874,1958,81631,7296,10587"
"C005197"	"alternariol"	"Homo sapiens"	30	"367,836,842,968,9308,942,1585,1586,1588,1543,2936,2938,2939,3014,3284,3569,4158,406967,407009,407021,100616386,100616474,102466720,4780,190,5241,7124,7153,7155,7157"
"C005238"	"mipafox"	"Homo sapiens"	7	"43,590,2596,4744,10908,6853,6855"
"C005246"	"myristicin"	"Homo sapiens"	44	"25,26057,472,672,7832,836,1022,11200,1544,1576,11144,2067,2068,2237,1647,10912,2966,3364,3508,51776,6300,27030,4361,4437,4595,55728,4683,4968,142,5395,11284,23645,5591,10111,5888,5890,5883,51455,27244,8243,7161,11277,7516,7517"
"C005266"	"quinomethionate"	"Homo sapiens"	27	"1645,7832,1052,2920,1553,2118,2130,2289,2353,1647,3185,3726,3727,4001,5604,4144,4792,5245,5479,5894,5916,9584,390,7341,7039,7385,7422"
"C005273"	"naringenin"	"Homo sapiens"	71	"5243,4363,10257,10057,196,1645,8644,207,249,405,590,596,836,842,1509,3576,1588,1543,1544,1545,1559,1576,1956,2099,2100,2539,2877,2878,2880,2882,2936,2954,3162,3757,4025,5594,5595,4318,79923,4780,1728,8856,5226,5241,5444,5578,5579,5582,8842,5664,5742,6462,6476,6566,6513,6523,10599,28234,9021,6657,6774,6817,6818,7124,7157,54658,54575,54577,54576,54600,7366"
"C005274"	"naringin"	"Homo sapiens"	51	"183,581,632,652,836,842,6352,595,898,1017,1019,1026,1499,1535,1585,1543,1544,1545,1559,1576,1719,22943,1950,1956,8772,355,2936,3265,3383,3458,3553,3569,5594,5595,406913,4313,4318,4586,50507,5894,5970,860,6579,10599,28234,121340,6696,7124,7157,85480,7412"
"C005290"	"oxybenzone"	"Homo sapiens"	5	"367,2099,2100,5241,7031"
"C005328"	"2-nitroanisole"	"Homo sapiens"	6	"1543,1555,1557,1559,1571,7498"
"C005399"	"9,10-phenanthrenequinone"	"Homo sapiens"	20	"10327,231,57016,1645,1646,8644,1109,8574,22977,836,873,12409,874,3576,51635,3162,4313,1728,6647,7153"
"C005413"	"palmatine"	"Homo sapiens"	12	"196,332,6347,6348,6351,6352,3576,1543,3014,3570,7150,7422"
"C005419"	"oxybutynin"	"Homo sapiens"	6	"8647,8824,1129,1131,1558,6582"
"C005435"	"phenylmethylpyrazolone"	"Homo sapiens"	11	"836,840,842,2321,3091,3553,5599,4803,4846,142,7422"
"C005445"	"triphenyl phosphate"	"Homo sapiens"	19	"367,1082,1137,1141,1583,1586,2099,2100,345275,3283,4582,8856,9970,2908,5069,5241,5468,6822,7157"
"C005460"	"uranyl acetate"	"Homo sapiens"	243	"51166,15,60496,6833,10061,39,60,10097,103,23394,8165,79647,8644,322,324,351,26060,80210,8853,523,374868,25814,567,79870,34182,581,633,689,79096,64897,25912,805,817,821,836,9139,1082,84269,91851,91612,9685,9746,55744,91949,281089,8533,54675,1415,7812,10664,1506,8453,1606,85458,10294,23234,56896,1837,1841,55184,1915,1937,2060,2065,7813,51466,10447,378451,2530,10146,2739,2752,2876,2885,2935,2966,3033,26959,3133,3146,3183,3326,55699,3398,7866,3550,3638,10788,3708,3709,23254,84678,23030,10765,57456,23095,9371,3797,3839,3898,3920,3939,83752,23175,4074,4082,27430,90411,4191,10988,148808,10367,8028,4436,51734,133686,8883,4671,10135,4673,4677,135112,80762,57447,65009,4747,252969,4853,79716,4899,51617,4907,4942,400961,143,5090,10015,10081,5136,5210,5226,55274,55361,5295,8396,55041,5478,5515,7001,8899,5685,8624,10728,5747,5757,9698,84440,35577,19349,5876,5879,5901,5931,5935,9939,5962,65055,44115,387,55288,412747,80010,9921,63891,9781,8732,6117,6138,6146,6152,51187,9522,6327,6342,9672,6386,10427,7095,85465,26135,81855,10246,293,6515,204962,60682,6599,23137,9892,58533,84221,6694,10250,117178,27148,3925,11075,692637,393236,6888,6996,7019,60436,10618,9874,29058,7133,3604,7141,3842,9804,66008,10155,7846,7322,9706,7374,7417,157680,55187,112936,7447,51534,8976,79726,10406,7477,55884,51352,253943,7529,10971,284406"
"C005466"	"ursolic acid"	"Homo sapiens"	36	"31,9131,207,578,581,596,8678,836,841,595,896,898,1019,1026,1027,1499,54205,1557,1649,9451,1965,1978,2081,3309,3383,4313,4318,2475,4792,142,5770,5970,6198,7040,7150,7153"
"C005499"	"honokiol"	"Homo sapiens"	26	"246,581,836,841,842,6348,1490,1511,3606,3553,3565,4067,5594,5595,4170,653361,4843,142,5336,5468,5743,5970,6714,7006,7040,7124"
"C005556"	"propionaldehyde"	"Homo sapiens"	1988	"1,2,729522,15,10157,18,19,24,340273,8714,368,64137,64240,79575,22885,130013,122970,56,142827,58,59,100132116,94,4185,8728,8747,80332,81794,140766,170691,171019,9507,11174,57188,54507,55803,25960,575,2015,30817,221393,84059,126,130,135,153,154,84830,84632,2334,116986,177,79992,183,185,113146,57491,83543,231,1109,216,220,219,10840,217,218,221,8659,240,241,259,269,154810,272,273,284,348094,56172,27063,26287,728788,729171,124149,147463,284615,340120,79722,257629,54443,10541,81611,84168,118429,11199,311,312,309,8639,316,10053,1174,130340,335,164668,347,348,350,80832,80830,81575,360,23237,374,384,9824,89839,58504,9938,397,50649,80117,10123,219681,408,414,22901,347527,340075,420,421,170302,401036,51676,51666,55723,432,433,438,8623,57168,259266,445,23245,219293,85300,477,482,489,338758,495,50617,148229,9212,566,8705,192134,570,8938,580,56033,116071,55509,53335,597,10017,83875,627,84707,56271,79365,29998,638,330,332,641,654,655,353500,168667,672,83990,27154,388419,7832,699,701,256815,118611,85016,399947,100131378,387763,643037,283403,145407,317730,84419,388284,342346,147685,79098,148345,400804,400793,339541,79630,10485,713,338761,114902,114904,715,716,717,56245,129852,722,729,135398,352999,401335,80099,389676,100130301,401546,84688,257169,762,768,9478,774,8913,8911,9254,27092,59284,253559,796,119395,163688,55450,79012,820,23261,822,147968,825,114769,64170,728264,57571,55259,401237,843,25858,387707,147372,388389,29070,79635,57639,309467,130940,80071,115948,283152,347475,728591,343099,79140,83643,728621,885,6362,6347,6364,6366,10344,6348,6352,6354,140706,890,891,9133,894,9134,899,933,945,958,961,1043,1604,968,970,974,3732,9308,925,991,995,55561,31052,83461,113130,55143,64866,1013,1014,64072,29965,440356,983,8558,1017,1031,441549,1040,81620,124359,27443,100130418,56853,60680,57214,51286,1058,1062,1063,64946,2491,55835,64105,55839,79172,401541,84131,10715,729338,80217,146845,118491,85452,629,3426,65072,1081,57530,84952,79094,400916,1107,26038,1118,54108,25884,1131,1136,1139,1143,8534,50515,9435,4166,130106,27141,11113,4435,163732,150468,1152,548596,1163,1178,1183,53842,1365,1364,497190,9022,79827,119467,254263,149111,1264,1265,23242,1305,1307,1277,136227,340267,1289,414316,1292,120376,81035,53844,84940,23406,1339,341947,1356,51200,27151,10814,1369,126129,119587,1381,1382,23418,84699,1387,1394,1397,401262,9244,55118,1406,202,55057,1428,158511,102723547,100130935,1436,1438,1440,1442,1465,1475,541466,441521,246100,58190,115908,1501,51797,1512,2919,3627,6387,9547,284340,2920,2921,6374,3576,7852,55086,1534,51706,51700,26999,1543,1592,1562,1559,22952,1573,57834,8529,375791,27128,9595,147906,92196,164781,131566,9201,127579,1644,8528,503618,504180,140881,79958,163259,79961,55635,55789,1606,27294,1719,10202,10170,79132,81624,148252,27185,27122,9787,28514,1746,1756,93099,352909,196385,201625,56171,27019,85479,92737,196968,26052,9732,80005,1800,64180,1803,1806,56896,145837,1814,644168,57453,79075,84677,79980,1840,1843,78986,1848,84332,144455,79733,10148,347694,1893,1907,1908,1917,100130771,90141,84288,2202,80303,1948,1949,22979,93556,1959,114794,55531,83401,6785,146956,2012,375704,2026,2027,55068,8320,54508,26122,284656,1969,2048,2049,55040,2069,57222,100170765,114625,121506,90952,157570,9700,55224,2114,115704,91828,11340,23086,346007,2165,2147,2149,2153,2155,79152,91442,2172,54491,100129396,83541,374393,84668,116496,286499,10144,100132916,79632,9413,642938,731789,643161,100132948,131583,163933,54855,81553,138311,84691,728833,151354,55138,441328,441317,339145,171483,2177,55215,355,356,54751,2199,10516,2201,283932,26232,26261,150726,286151,26271,285231,79368,2232,654463,9638,2867,2243,2244,89846,2258,26281,9982,143282,2266,2267,2274,80206,63979,2281,201163,2316,84256,2329,2330,2331,100126270,64122,79025,64778,252995,2353,2305,400236,121643,2357,10023,448831,441581,100288801,23150,84978,83786,391059,10129,2487,6624,10272,23105,10841,282969,2525,486,53822,2534,139716,9568,2571,1647,10912,2579,51083,9514,55568,57452,11227,11226,100409651,442117,2593,84253,283431,399717,140628,57733,2633,2637,2642,2646,2729,2650,145781,10220,9518,284161,2672,54438,2674,64096,9837,51659,2700,2705,2706,127534,2709,125111,56287,200504,2731,11010,152007,132158,2760,2766,2775,2781,2788,401647,4935,115330,151556,26996,54328,2843,9283,53836,9052,2876,2877,54762,65983,80000,29841,57822,2905,116444,131890,2914,2922,221357,2947,119391,84163,51512,2980,2983,283120,132243,3026,54363,145864,404037,594842,3038,83903,3040,3046,1839,3047,3049,10021,10870,51564,54626,84667,23462,3077,3081,79802,3090,283987,373861,8479,3008,221613,8335,8334,8329,8336,8344,8358,8351,8968,8357,8356,8359,8366,8360,8367,8369,8365,8294,8368,317772,8338,8349,333932,554313,92815,59269,55355,3099,80201,3106,3111,3115,3116,3117,3118,3127,3134,3148,3149,128872,729595,441795,203510,3157,3151,646049,729687,100128372,57824,3161,284293,3166,6927,283460,3172,3212,3231,3236,3208,51440,3242,10855,3262,3263,57110,8739,90161,3293,3306,26353,3357,135458,3373,3375,3382,3383,3384,3386,7087,55853,8870,389792,10437,3434,8519,57722,3481,3484,3486,147920,3547,283284,3589,53833,50615,9235,27178,259307,3569,3575,9118,54556,3624,3640,3641,203522,389123,64799,128239,345611,50805,9636,22801,3675,3676,3679,3680,3687,23421,3691,9358,3698,142683,9452,3708,23338,152789,120425,57338,84502,163782,644246,79768,23254,84541,170850,3757,3768,9424,3778,27345,3780,3782,3783,27012,79047,9856,57501,57535,57650,25758,3832,9928,56992,81930,146909,124602,547,10112,9585,3835,9493,347240,11004,3797,24137,3800,285352,3833,84063,84623,9365,152831,147700,28999,10365,11279,55220,90293,54800,377007,3816,11202,100144748,10219,346689,57082,9735,79412,339240,3880,160313,125113,25984,390792,3851,144501,3892,90133,85285,388533,283455,3897,114294,3898,3906,284217,3908,3910,3918,27074,7462,143903,81606,353133,3932,3934,10637,389170,3955,3957,10186,89884,26468,431707,23547,55679,286826,100287569,145200,140828,100131814,121838,283860,197196,378828,148645,144776,84791,58483,645687,619351,151300,100506334,100216001,84856,389634,401260,285972,643401,730227,283587,440900,100128139,100128946,100130480,283422,100652929,147081,84894,200879,387787,64788,4001,4005,114783,79836,84171,54947,57631,57622,64922,441381,81543,2615,55282,100505591,23639,339977,100506049,7940,4060,8581,54742,23643,116372,27076,11178,140733,4085,9935,28986,4118,57134,4128,4131,4135,5596,4137,115123,57574,22983,4143,4146,125997,55777,4159,4162,100289410,4171,4174,4176,254394,157777,79772,4193,55384,79104,84465,1953,150365,9833,284207,126321,148808,84709,11320,8190,102724827,100507436,84953,4277,284021,55586,100302213,100302142,100302233,100302276,406920,400765,406959,406968,574455,441355,406992,407020,100422869,100422838,100423025,407040,100422962,284424,647946,54069,55320,4288,4289,79258,4312,4319,4324,4313,253714,84057,55329,79817,79906,254956,54456,26002,4354,58538,255027,3140,386746,83876,647215,10335,100129827,219995,58475,4482,55545,4490,4493,4501,10903,727897,93343,83463,4604,84073,4627,4640,127294,84665,196446,4661,64859,138151,259232,340719,4675,339983,89795,9918,23310,10403,65009,4703,54550,81607,4744,4747,4741,55247,152110,4751,129807,54492,93082,4761,23114,9603,25791,4804,22795,348938,85407,85409,7080,114548,147945,126206,23057,54981,10316,4842,4843,4856,4858,4861,4868,80896,729686,255743,4880,4884,4885,4887,190,9975,9971,4929,2649,3084,375387,9379,4909,9423,4917,126147,64710,119369,83540,79902,51203,11248,11247,4938,4939,8638,23363,4948,55753,11339,4973,26254,79290,442361,392138,26212,26692,8392,143503,81285,338751,390892,390151,219477,4998,23594,114880,126014,29948,340990,5019,5029,80336,102724167,29993,29943,11240,51702,5047,8712,389860,23022,152559,54852,79668,5075,5077,5080,202781,55872,80714,5094,5097,56147,56137,56145,56126,57717,26167,56130,56128,56104,84333,9768,5046,5138,9659,5145,5155,5156,10611,9260,54704,8566,79849,57595,79955,5174,375033,8864,8863,100195413,5228,114771,572558,26147,5253,22822,23612,221476,196500,55022,63895,80119,284098,8503,23533,11040,54478,5304,9271,55124,9033,5317,8399,5319,5322,10761,51316,5324,5327,5328,5329,257068,26499,22874,58473,79156,57449,79949,5346,10226,729359,5347,10769,1263,10733,84814,79948,55558,5365,56937,11243,83449,5408,80339,25886,79883,5420,646074,29774,5444,100996331,317754,445582,641455,5449,5475,8497,333926,152926,26051,116729,90673,57718,152078,157285,390999,729528,653619,400735,9055,59336,63976,56978,153768,5583,10544,5630,55771,92340,553158,401399,51450,167681,646960,400668,8000,23550,440533,646085,84722,8643,5730,5732,5739,5740,5790,5798,5802,13924,9232,10744,26255,5806,7837,347148,9230,25837,11031,5864,5865,5878,338382,5881,642636,10635,8438,135250,57186,5909,221002,5924,10125,10235,644943,9770,83937,30062,221662,84060,27316,5947,116362,348093,91433,57333,283248,145226,5965,9401,51308,92840,83998,5979,54463,254958,5983,5988,10739,342931,56963,6004,26166,8787,388531,54933,51458,114822,284485,83547,9783,140730,9610,126432,6019,116028,6038,57484,221687,138065,285498,57674,6158,6235,6196,6236,58528,6241,50484,89765,222967,345895,441518,6253,146760,6273,6279,6280,6288,6289,6291,57167,552860,23034,54809,219285,1757,340562,388228,374897,677773,7857,10648,10647,6330,54549,93517,6414,6415,10501,55964,5414,5413,23157,5265,51156,6317,6318,5271,5054,5270,27244,83667,143686,57713,151648,130367,10044,400745,284948,83442,54436,22941,399694,79801,152573,357,100049587,6492,128646,10736,220134,8631,387640,390598,57823,64849,6563,117247,6567,9120,10786,6570,6506,6581,9963,151295,89874,284427,10861,1811,6517,11182,7779,7781,148641,283375,64116,124935,204962,50651,51151,83959,57835,55065,113278,125206,115584,200010,386757,55117,6535,56301,6543,10599,28231,6586,139065,84189,6588,6590,8243,10592,10051,388588,644596,284422,100507203,55512,392275,333929,100170217,6622,84973,677793,6044,6638,79856,8651,6648,10580,6653,6666,30812,6672,11262,389058,147650,10615,30014,728695,494197,286234,149643,147841,57405,25803,6691,124976,90853,9806,10417,6694,80725,8406,6752,6754,548313,6482,6487,8869,55808,29906,342667,134429,6775,9263,56164,65975,3925,11037,375057,441461,29091,55359,56670,79783,55959,27233,256979,140732,56241,6839,79987,6854,11346,284612,23208,91683,9066,143425,54843,94120,6870,6891,55080,441864,54429,50835,55357,6926,6915,123036,75870,6920,90843,6943,6932,7062,6947,140290,79867,6999,56165,9840,54790,56159,400629,84066,7018,29842,22797,7033,7035,7042,7053,7054,7056,284486,9473,79228,7069,55901,7070,7074,90381,57103,91151,7077,257000,25976,140711,81793,7097,3196,79853,9032,7108,51643,117531,147798,11322,147138,127391,145942,11018,66000,222865,135932,256472,25907,84187,134288,84222,645369,161145,55026,219623,123591,57393,135886,140738,79041,339456,199964,57156,157753,283232,144110,162461,7112,100128191,344805,83857,7128,7130,8797,8795,8793,8764,8784,55504,3604,8740,9966,8744,23043,100128262,7125,7137,7143,84951,7153,64222,84969,7157,7168,7173,7174,348825,59347,374491,6955,129293,100128327,79865,11074,55521,129868,80128,135892,340970,93587,57570,7216,10024,80036,51393,80705,10194,83882,81619,90139,144448,340348,7103,114043,64061,284900,148014,7272,7276,441543,94015,79861,347688,7302,84959,11065,143630,652995,221044,90226,7351,7352,7364,167127,80329,80328,89766,55898,90249,219699,137970,79650,743186,84101,57216,7409,51480,7421,7425,50853,7433,401491,8876,29802,55275,340547,284415,79679,90113,220001,126820,144406,79819,197335,7466,644150,8839,79971,7481,7482,7475,7477,7484,23302,100128025,7498,29799,219539,100132562,646799,79413,728116,644353,283576,29801,150244,80108,7538,346171,284406,57732,55345,283050,83637,84217,7693,7695,10168,7761,10172,342909,57343,100131017,22891,55893,79744,9668,162968,147947,27300,284306,147694,256051,374900,137209,199704,92285,57507,79898,90317,114991,7617,79891,163051,100131827,7629,342132,284323,163131,401303,125893,284371,342892,400713,57169,11055,11130"
"C005563"	"captax"	"Homo sapiens"	40	"1646,272,467,6347,6351,729230,1234,942,1385,2919,3576,1543,11080,5168,2152,2495,2512,2729,2730,3162,3310,3606,3575,4318,4609,4790,4854,1728,5366,5996,23231,23657,8878,23224,7124,7139,7173,147166,7296,7422"
"C005581"	"protocatechualdehyde"	"Homo sapiens"	9	"177,999,2247,3146,6285,4087,4088,7040,7431"
"C005705"	"sanguinarine"	"Homo sapiens"	50	"196,405,581,27113,596,79370,637,638,329,665,59082,84674,834,843,836,837,838,841,842,9075,1365,1364,7122,1543,1545,162989,1958,355,356,2940,2950,27306,4050,5594,5595,5599,5601,4313,4318,64332,22861,1728,5366,29108,6615,7124,8795,7133,8743,331"
"C005741"	"sulfamic acid"	"Homo sapiens"	7	"759,760,762,763,768,3606,412"
"C005849"	"2,2,2-trichloroethanol"	"Homo sapiens"	5	"2100,3552,3569,4318,7076"
"C005926"	"2-amino-4-hydroxy-6-formylpteridine"	"Homo sapiens"	5	"637,836,841,54205,5580"
"C005939"	"muconic acid"	"Homo sapiens"	5	"1571,2052,2944,2952,1728"
"C005961"	"bis(tri-n-butyltin)oxide"	"Homo sapiens"	104	"19,9619,51225,87,57016,1646,283,25842,467,60468,9531,597,598,638,330,836,841,960,1604,969,8851,1026,25932,1387,1495,1499,7852,54205,1588,1543,1544,1649,54541,162989,64215,1848,9695,1965,2081,56605,2123,23404,23016,356,84085,1647,4616,2730,9245,50628,2877,2878,2882,2953,9709,3676,3683,3689,83700,9817,10365,3912,4097,6300,1432,4609,4636,4763,4772,9221,3164,84612,9659,5290,5291,5293,5294,5336,5366,100164616,5579,5728,5781,5909,83593,5970,399,6093,9475,6157,26156,27230,387914,6478,6494,23657,6716,6850,7128,7132,8744,10451,7441,7494"
"C005963"	"cephaelin"	"Homo sapiens"	6	"6347,6351,6352,3576,3570,7422"
"C005969"	"4,4'-diphenylmethane diisocyanate"	"Homo sapiens"	7	"213,942,3576,2944,3383,9,10"
"C005975"	"3,4-dihydroxyphenylethanol"	"Homo sapiens"	27	"596,836,6352,993,37618,1958,10922,1647,2936,3383,3567,3569,3725,5594,5595,4318,4779,5743,5862,5970,6119,6401,6648,6773,7019,7124,7412"
"C005984"	"5-methyltetrahydrofolate"	"Homo sapiens"	7	"10840,2348,4524,4548,5111,6573,113235"
"C006012"	"fenofibric acid"	"Homo sapiens"	44	"13,171586,34,37,2180,51094,231,57016,1645,1646,8644,51129,360,51008,847,873,1050,1374,1558,1576,2168,55970,3030,3032,3158,3162,3398,81689,5105,5174,123,5465,5467,5468,6256,5054,6566,788,10599,6696,79639,10628,54658,8876"
"C006068"	"propylparaben"	"Homo sapiens"	17	"1588,2099,2100,2104,2166,2852,3952,5594,5595,4609,10499,2908,3084,5241,5468,6462,7031"
"C006166"	"phenothrin"	"Homo sapiens"	5	"2099,2100,9971,7031,7480"
"C006183"	"2-(2-aminoethyl)pyridine"	"Homo sapiens"	6	"836,842,1026,54205,6647,7157"
